,game_id,play_id,home_team_pred_proba_plus,away_team_pred_proba_plus,game_seconds_remaining
455071,2018120912,4230,0.5729773315174445,0.42702266848255555,58.0
455072,2018120912,4285,0.5907217594539105,0.4092782405460895,46.0
455073,2018120912,4321,0.6006462565651791,0.3993537434348209,33.0
455074,2018120912,4352,0.6199977596972372,0.38000224030276275,28.0
455075,2018120912,4394,0.5964739332696987,0.40352606673030134,21.0
455076,2018120912,4431,0.5247050523818563,0.4752949476181437,16.0
455193,2018120901,4004,0.8893780901598555,0.11062190984014453,523.0
455194,2018120901,4026,0.8735919238283755,0.12640807617162453,479.0
455195,2018120901,4085,0.850906822999206,0.14909317700079405,411.0
455196,2018120901,4131,0.8404858572004391,0.1595141427995609,404.0
455197,2018120901,4153,0.8477421211575528,0.15225787884244724,363.0
455198,2018120901,4181,0.8427383455501578,0.1572616544498422,334.0
455199,2018120901,4203,0.8226954971219071,0.17730450287809285,307.0
455200,2018120901,4225,0.8349326808928914,0.1650673191071086,301.0
455201,2018120901,4250,0.8337911226882043,0.16620887731179568,278.0
455202,2018120901,4272,0.8513342950984661,0.14866570490153386,274.0
455203,2018120901,4309,0.9163027994661805,0.08369720053381946,268.0
455204,2018120901,4331,0.9134411064173161,0.08655889358268387,223.0
455205,2018120901,4372,0.910331068157372,0.08966893184262803,215.0
455206,2018120901,4417,0.899788884249803,0.10021111575019703,170.0
455207,2018120901,4437,0.8255584436279931,0.17444155637200687,165.0
455208,2018120901,4459,0.837298024242706,0.16270197575729395,161.0
455209,2018120901,4490,0.804916071106413,0.19508392889358706,154.0
455210,2018120901,4512,0.8179712499139193,0.18202875008608066,150.0
455211,2018120901,4534,0.83197564205915,0.16802435794085002,145.0
455212,2018120901,4556,0.8495562445360959,0.1504437554639041,140.0
455213,2018120901,4583,0.8972831364400289,0.10271686355997112,133.0
455214,2018120901,4624,0.8923112065467648,0.10768879345323523,120.0
455215,2018120901,4646,0.8859061833203943,0.11409381667960572,76.0
455216,2018120901,4685,0.8465518974305649,0.15344810256943509,35.0
455217,2018120901,4715,0.853937366134035,0.14606263386596496,25.0
455468,2018121300,4072,0.7648623876340588,0.23513761236594122,153.0
455469,2018121300,4097,0.6948898805032601,0.30511011949673994,123.0
455470,2018121300,4136,0.7272469479310528,0.2727530520689472,119.0
455471,2018121300,4161,0.735155181351586,0.264844818648414,78.0
455472,2018121300,4183,0.7580720858813325,0.24192791411866754,71.0
455473,2018121300,4208,0.6357370629396843,0.36426293706031565,39.0
455474,2018121300,4230,0.6577412778205947,0.34225872217940534,34.0
455475,2018121300,4317,0.5795100043336836,0.4204899956663164,8.0
455602,2018121500,4032,0.263894484105216,0.736105515894784,119.0
455603,2018121500,4054,0.2175294871022575,0.7824705128977425,112.0
455604,2018121500,4093,0.22425153721608093,0.7757484627839191,107.0
455605,2018121500,4132,0.22731257599232746,0.7726874240076725,102.0
455606,2018121500,4171,0.26343384112356916,0.7365661588764308,57.0
455607,2018121500,4205,0.2400405033475666,0.7599594966524335,54.0
455608,2018121500,4227,0.22326688273812575,0.7767331172618742,49.0
455609,2018121500,4249,0.20451699702397189,0.7954830029760281,43.0
455610,2018121500,4269,0.16393391278583808,0.8360660872141619,19.0
455611,2018121500,4304,0.14374853591510417,0.8562514640848958,11.0
455739,2018121501,4032,0.28735262449327914,0.7126473755067209,218.0
455740,2018121501,4054,0.2636964864856971,0.7363035135143029,171.0
455741,2018121501,4076,0.27108353891593373,0.7289164610840663,129.0
455742,2018121501,4115,0.2904785749831238,0.7095214250168762,120.0
455743,2018121501,4204,0.3036757344690417,0.6963242655309583,113.0
455744,2018121501,4226,0.4121859815685214,0.5878140184314786,109.0
455745,2018121501,4251,0.44443182230214495,0.555568177697855,102.0
455746,2018121501,4297,0.45895930547395086,0.5410406945260491,97.0
455747,2018121501,4320,0.433757491301113,0.5662425086988869,92.0
455748,2018121501,4345,0.4004221459538742,0.5995778540461258,72.0
455749,2018121501,4370,0.5050040578711819,0.49499594212881814,52.0
455750,2018121501,4392,0.48133129039988537,0.5186687096001146,52.0
455751,2018121501,4414,0.4548205796562549,0.5451794203437451,49.0
455752,2018121501,4436,0.42481447999967087,0.5751855200003291,43.0
455753,2018121501,4456,0.30996225078214346,0.6900377492178565,39.0
455875,2018121603,4001,0.7578447594311625,0.24215524056883753,194.0
455876,2018121603,4031,0.8572876332327605,0.14271236676723953,184.0
455877,2018121603,4093,0.8494147570944879,0.15058524290551212,180.0
455878,2018121603,4132,0.8522956437484601,0.14770435625153988,175.0
455879,2018121603,4171,0.8541503553237493,0.14584964467625072,171.0
455880,2018121603,4211,0.8353888373638155,0.16461116263618447,162.0
455881,2018121603,4266,0.8649647071664504,0.13503529283354965,153.0
455882,2018121603,4291,0.8726828520387144,0.12731714796128557,121.0
455883,2018121603,4333,0.8795132272757992,0.12048677272420083,113.0
